id,w,h,n_bandas,cabecera_y,principal_y,pie_y,marco_izq_der_sup_inf,logo,frente_x,espalda_x,recorte_frac,formato
AIM-P008-022.jpg,700,560,3,0.029-0.171,0.211-0.839,0.871-0.970,0/0/0/0,si,0.167-0.564,0.567-0.973,0.491,"(3, 1, 1, 1, 0)"
AIM-P008-023.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.976,0.491,"(3, 1, 1, 1, 0)"
AIM-P008-024.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.979,0.489,"(3, 1, 1, 1, 0)"
AIM-P008-025.jpg,700,560,3,0.027-0.170,0.211-0.841,0.870-0.968,0/0/0/0,si,0.169-0.566,0.569-0.977,0.488,"(3, 1, 1, 1, 0)"
AIM-P008-026.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.169-0.567,0.570-0.973,0.494,"(3, 1, 1, 1, 0)"
AIM-P008-027.gif,700,562,3,0.016-0.162,0.203-0.849,0.879-0.982,0/0/0/0,si,0.157-0.486,0.489-0.984,0.463,"(3, 1, 1, 1, 0)"
AIM-P008-028.gif,700,560,3,0.025-0.173,0.207-0.839,0.868-0.971,0/0/0/0,si,0.169-0.567,0.570-0.980,0.485,"(3, 1, 1, 1, 0)"
AIM-P008-029.png,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.564,0.567-0.973,0.493,"(3, 1, 1, 1, 0)"
AIM-P008-030.png,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.973,0.493,"(3, 1, 1, 1, 0)"
AIM-P008-031.jpg,700,560,3,0.027-0.170,0.200-0.838,0.870-0.968,0/0/0/0,si,0.169-0.570,0.573-0.979,0.481,"(3, 1, 1, 1, 0)"
AIM-P008-032.jpg,700,560,3,0.029-0.171,0.211-0.839,0.871-0.970,0/0/0/0,si,0.169-0.566,0.569-0.976,0.490,"(3, 1, 1, 1, 0)"
AIM-P008-033.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.977,0.490,"(3, 1, 1, 1, 0)"
AIM-P008-034.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.976,0.491,"(3, 1, 1, 1, 0)"
AIM-P008-035.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.561,0.564-0.973,0.493,"(3, 1, 1, 1, 0)"
AIM-P008-036.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.977,0.490,"(3, 1, 1, 1, 0)"
AIM-P008-037.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.169-0.570,0.573-0.973,0.494,"(3, 1, 1, 1, 0)"
AIM-P008-038.gif,700,560,3,0.025-0.173,0.207-0.838,0.868-0.971,0/0/0/0,si,0.169-0.570,0.573-0.977,0.488,"(3, 1, 1, 1, 0)"
AIM-P008-039.png,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.973,0.493,"(3, 1, 1, 1, 0)"
AIM-P008-040.jpg,700,560,3,0.029-0.171,0.211-0.839,0.871-0.970,0/0/0/0,si,0.167-0.566,0.569-0.976,0.489,"(3, 1, 1, 1, 0)"
AIM-P008-041.jpg,700,560,3,0.027-0.170,0.211-0.843,0.870-0.968,0/0/0/0,si,0.169-0.570,0.573-0.980,0.485,"(3, 1, 1, 1, 0)"
AIM-P008-042.gif,700,562,3,0.021-0.165,0.205-0.838,0.870-0.970,0/0/0/0,si,0.159-0.560,0.563-0.971,0.483,"(3, 1, 1, 1, 0)"
AIM-P008-043.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.977,0.490,"(3, 1, 1, 1, 0)"
AIM-P008-044.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.973,0.493,"(3, 1, 1, 1, 0)"
AIM-P008-045.jpg,800,640,3,0.028-0.170,0.211-0.838,0.870-0.969,0/0/0/0,si,0.168-0.565,0.568-0.979,0.490,"(3, 1, 1, 1, 0)"
AIM-P008-046.jpg,700,560,3,0.029-0.171,0.211-0.839,0.871-0.970,0/0/0/0,si,0.169-0.567,0.570-0.976,0.490,"(3, 1, 1, 1, 0)"
AIM-P008-047.jpg,700,573,3,0.042-0.182,0.220-0.829,0.860-0.955,0/0/0/0,si,0.170-0.566,0.569-0.970,0.510,"(3, 1, 1, 1, 0)"
AIM-P008-048.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.169-0.566,0.569-0.977,0.491,"(3, 1, 1, 1, 0)"
AIM-P008-049.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.169-0.331,0.334-0.969,0.496,"(3, 1, 1, 1, 0)"
AIM-P008-050.jpg,700,560,3,0.029-0.170,0.211-0.843,0.870-0.968,0/0/0/0,si,0.167-0.570,0.573-0.980,0.484,"(3, 1, 1, 1, 0)"
AIM-P008-051.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.169-0.566,0.569-0.977,0.491,"(3, 1, 1, 1, 0)"
AIM-P008-052.jpg,700,560,3,0.027-0.170,0.205-0.839,0.870-0.970,0/0/0/0,si,0.171-0.451,0.454-0.977,0.487,"(3, 1, 1, 1, 0)"
AIM-P008-053.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.169-0.569,0.571-0.979,0.490,"(3, 1, 1, 1, 0)"
AIM-P008-054.jpg,800,640,3,0.028-0.170,0.209-0.838,0.870-0.969,0/0/0/0,si,0.169-0.565,0.568-0.979,0.489,"(3, 1, 1, 1, 0)"
AIM-P008-055.gif,700,560,3,0.025-0.173,0.207-0.836,0.868-0.971,0/0/0/0,si,0.169-0.567,0.570-0.977,0.489,"(3, 1, 1, 1, 0)"
AIM-P008-056.jpg,700,560,3,0.027-0.170,0.209-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.973,0.491,"(3, 1, 1, 1, 0)"
AIM-P008-057.jpg,700,573,3,0.042-0.182,0.220-0.829,0.860-0.955,0/0/0/0,si,0.170-0.569,0.571-0.970,0.510,"(3, 1, 1, 1, 0)"
AIM-P008-058.jpg,700,560,3,0.029-0.171,0.211-0.839,0.871-0.970,0/0/0/0,si,0.167-0.560,0.606-0.941,0.511,"(3, 1, 1, 1, 0)"
AIM-P008-059.jpg,700,573,3,0.042-0.182,0.220-0.829,0.860-0.955,0/0/0/0,si,0.170-0.564,0.567-0.970,0.510,"(3, 1, 1, 1, 0)"
AIM-P008-060.jpg,700,560,3,0.027-0.170,0.211-0.843,0.870-0.968,0/0/0/0,si,0.167-0.570,0.573-0.980,0.484,"(3, 1, 1, 1, 0)"
AIM-P009-001.png,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.973,0.493,"(3, 1, 1, 1, 0)"
AIM-P009-002.jpg,800,640,3,0.028-0.170,0.211-0.838,0.870-0.969,0/0/0/0,si,0.168-0.569,0.571-0.979,0.490,"(3, 1, 1, 1, 0)"
AIM-P009-003.jpg,700,560,3,0.029-0.171,0.211-0.839,0.871-0.970,0/0/0/0,si,0.167-0.566,0.569-0.976,0.489,"(3, 1, 1, 1, 0)"
AIM-P009-004.png,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.973,0.493,"(3, 1, 1, 1, 0)"
AIM-P009-005.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.169-0.566,0.569-0.973,0.494,"(3, 1, 1, 1, 0)"
AIM-P009-006.gif,700,562,3,0.021-0.169,0.210-0.854,0.886-0.988,0/0/0/0,si,0.157-0.567,0.570-0.987,0.463,"(3, 1, 1, 1, 0)"
AIM-P009-007.png,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.973,0.493,"(3, 1, 1, 1, 0)"
AIM-P009-008.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.973,0.493,"(3, 1, 1, 1, 0)"
AIM-P009-009.jpg,4096,3277,3,0.028-0.171,0.211-0.839,0.871-0.969,0/0/0/0,si,0.166-0.566,0.567-0.977,0.490,"(3, 1, 1, 1, 0)"
AIM-P009-010.jpg,700,560,3,0.027-0.170,0.209-0.838,0.870-0.968,0/0/0/0,si,0.169-0.570,0.573-0.979,0.489,"(3, 1, 1, 1, 0)"
AIM-P009-011.jpg,700,560,3,0.029-0.171,0.211-0.839,0.871-0.970,0/0/0/0,si,0.169-0.566,0.569-0.976,0.490,"(3, 1, 1, 1, 0)"
AIM-P009-012.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.169-0.566,0.569-0.973,0.494,"(3, 1, 1, 1, 0)"
AIM-P009-013.gif,700,560,3,0.025-0.173,0.207-0.841,0.868-0.971,0/0/0/0,si,0.169-0.569,0.571-0.981,0.482,"(3, 1, 1, 1, 0)"
AIM-P009-014.jpg,800,640,3,0.028-0.170,0.211-0.838,0.870-0.969,0/0/0/0,si,0.168-0.565,0.568-0.979,0.490,"(3, 1, 1, 1, 0)"
AIM-P009-015.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.973,0.493,"(3, 1, 1, 1, 0)"
AIM-P009-016.jpg,800,640,3,0.028-0.170,0.211-0.838,0.870-0.969,0/0/0/0,si,0.168-0.565,0.568-0.978,0.490,"(3, 1, 1, 1, 0)"
AIM-P009-017.gif,700,562,3,0.011-0.160,0.201-0.858,0.890-0.995,0/0/0/0,si,0.153-0.571,0.574-0.999,0.442,"(3, 1, 1, 1, 0)"
AIM-P009-018.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.977,0.490,"(3, 1, 1, 1, 0)"
AIM-P009-019.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.973,0.493,"(3, 1, 1, 1, 0)"
AIM-P009-020.gif,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.563,0.566-0.976,0.491,"(3, 1, 1, 1, 0)"
AIM-P009-021.jpg,700,560,3,0.029-0.171,0.211-0.839,0.871-0.970,0/0/0/0,si,0.167-0.567,0.570-0.976,0.489,"(3, 1, 1, 1, 0)"
AIM-P009-022.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.169-0.567,0.570-0.973,0.494,"(3, 1, 1, 1, 0)"
AIM-P009-023.jpeg,1600,1280,3,0.028-0.170,0.211-0.838,0.870-0.969,0/0/0/0,si,0.166-0.566,0.567-0.974,0.492,"(3, 1, 1, 1, 0)"
AIM-P009-024.jpg,800,640,3,0.028-0.170,0.211-0.838,0.870-0.969,0/0/0/0,si,0.168-0.565,0.568-0.979,0.490,"(3, 1, 1, 1, 0)"
AIM-P009-025.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.169-0.569,0.571-0.979,0.490,"(3, 1, 1, 1, 0)"
AIM-P009-026.gif,700,573,3,0.044-0.182,0.220-0.832,0.860-0.956,0/0/0/0,si,0.170-0.571,0.574-0.983,0.500,"(3, 1, 1, 1, 0)"
AIM-P009-027.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.169-0.570,0.573-0.973,0.494,"(3, 1, 1, 1, 0)"
AIM-P009-028.jpg,800,640,3,0.028-0.170,0.211-0.838,0.870-0.969,0/0/0/0,si,0.168-0.565,0.568-0.979,0.490,"(3, 1, 1, 1, 0)"
AIM-P009-029.jpeg,700,573,3,0.042-0.182,0.220-0.829,0.860-0.955,0/0/0/0,si,0.170-0.566,0.569-0.970,0.510,"(3, 1, 1, 1, 0)"
AIM-P009-030.jpg,700,560,3,0.027-0.170,0.211-0.843,0.870-0.968,0/0/0/0,si,0.169-0.570,0.573-0.980,0.485,"(3, 1, 1, 1, 0)"
AIM-P009-031.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.977,0.490,"(3, 1, 1, 1, 0)"
AIM-P009-032.gif,700,573,3,0.044-0.182,0.220-0.831,0.860-0.956,0/0/0/0,si,0.170-0.567,0.570-0.973,0.507,"(3, 1, 1, 1, 0)"
AIM-P009-033.jpg,700,573,3,0.042-0.182,0.220-0.829,0.860-0.955,0/0/0/0,si,0.170-0.563,0.566-0.970,0.510,"(3, 1, 1, 1, 0)"
AIM-P009-034.jpg,700,560,3,0.027-0.170,0.209-0.838,0.870-0.968,0/0/0/0,si,0.169-0.570,0.573-0.979,0.489,"(3, 1, 1, 1, 0)"
AIM-P009-035.jpg,700,560,3,0.029-0.171,0.211-0.839,0.871-0.970,0/0/0/0,si,0.167-0.569,0.571-0.976,0.489,"(3, 1, 1, 1, 0)"
AIM-P009-036.jpg,800,640,3,0.028-0.170,0.211-0.838,0.870-0.969,0/0/0/0,si,0.168-0.565,0.568-0.979,0.490,"(3, 1, 1, 1, 0)"
AIM-P009-037.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.569,0.571-0.973,0.493,"(3, 1, 1, 1, 0)"
AIM-P009-038.jpg,2560,2048,3,0.028-0.170,0.211-0.839,0.871-0.969,0/0/0/0,si,0.166-0.565,0.566-0.973,0.493,"(3, 1, 1, 1, 0)"
AIM-P009-039.jpg,700,560,3,0.029-0.171,0.211-0.839,0.871-0.970,0/0/0/0,si,0.167-0.564,0.567-0.976,0.489,"(3, 1, 1, 1, 0)"
AIM-P009-040.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.567,0.570-0.973,0.493,"(3, 1, 1, 1, 0)"
AIM-P009-041.png,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.973,0.493,"(3, 1, 1, 1, 0)"
AIM-P009-042.png,700,567,3,0.000-0.150,0.194-0.861,0.894-0.998,70/70/56/56,si,0.143-0.570,0.573-0.999,0.427,"(3, 1, 1, 1, 4)"
AIM-P009-043.gif,700,573,3,0.044-0.182,0.220-0.831,0.860-0.956,0/0/0/0,si,0.170-0.567,0.570-0.946,0.524,"(3, 1, 1, 1, 0)"
AIM-P009-044.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.973,0.493,"(3, 1, 1, 1, 0)"
AIM-P009-045.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.169-0.570,0.573-0.979,0.490,"(3, 1, 1, 1, 0)"
AIM-P009-046.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.564,0.567-0.973,0.493,"(3, 1, 1, 1, 0)"
AIM-P009-047.jpg,700,560,3,0.029-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.169-0.569,0.571-0.981,0.488,"(3, 1, 1, 1, 0)"
AIM-P009-048.jpg,800,640,3,0.028-0.170,0.211-0.838,0.870-0.969,0/0/0/0,si,0.168-0.565,0.568-0.979,0.490,"(3, 1, 1, 1, 0)"
AIM-P009-049.jpg,700,560,3,0.027-0.170,0.211-0.843,0.870-0.968,0/0/0/0,si,0.167-0.570,0.573-0.980,0.484,"(3, 1, 1, 1, 0)"
AIM-P009-050.jpg,800,640,3,0.028-0.170,0.211-0.838,0.870-0.969,0/0/0/0,si,0.168-0.565,0.568-0.979,0.490,"(3, 1, 1, 1, 0)"
AIM-P009-051.jpg,700,560,3,0.027-0.170,0.211-0.839,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.977,0.489,"(3, 1, 1, 1, 0)"
AIM-P009-052.gif,700,573,3,0.044-0.182,0.220-0.834,0.860-0.956,0/0/0/0,si,0.170-0.567,0.570-0.974,0.504,"(3, 1, 1, 1, 0)"
AIM-P009-053.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.169-0.567,0.570-0.973,0.494,"(3, 1, 1, 1, 0)"
AIM-P009-054.jpg,700,560,3,0.027-0.170,0.211-0.843,0.870-0.968,0/0/0/0,si,0.167-0.570,0.573-0.980,0.484,"(3, 1, 1, 1, 0)"
AIM-P009-055.gif,700,573,3,0.044-0.182,0.220-0.829,0.860-0.956,0/0/0/0,si,0.170-0.564,0.567-0.973,0.509,"(3, 1, 1, 1, 0)"
AIM-P009-056.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.169-0.570,0.573-0.979,0.490,"(3, 1, 1, 1, 0)"
AIM-P009-057.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.973,0.493,"(3, 1, 1, 1, 0)"
AIM-P009-058.jpg,700,560,3,0.027-0.170,0.211-0.843,0.870-0.968,0/0/0/0,si,0.167-0.570,0.573-0.980,0.484,"(3, 1, 1, 1, 0)"
AIM-P009-059.jpg,700,560,3,0.029-0.171,0.211-0.839,0.871-0.970,0/0/0/0,si,0.167-0.566,0.569-0.976,0.489,"(3, 1, 1, 1, 0)"
AIM-P009-060.jpg,2560,2048,3,0.028-0.170,0.211-0.839,0.871-0.969,0/0/0/0,si,0.166-0.561,0.562-0.977,0.490,"(3, 1, 1, 1, 0)"
AIM-P010-001.jpg,700,573,3,0.042-0.182,0.218-0.829,0.860-0.955,0/0/0/0,si,0.170-0.567,0.570-0.970,0.509,"(3, 1, 1, 1, 0)"
AIM-P010-002.jpg,700,560,3,0.029-0.171,0.211-0.839,0.871-0.970,0/0/0/0,si,0.169-0.566,0.569-0.976,0.490,"(3, 1, 1, 1, 0)"
AIM-P010-003.jpg,700,560,3,0.029-0.171,0.211-0.839,0.871-0.970,0/0/0/0,si,0.169-0.564,0.567-0.969,0.495,"(3, 1, 1, 1, 0)"
AIM-P010-004.jpg,700,560,3,0.027-0.170,0.209-0.838,0.870-0.968,0/0/0/0,si,0.167-0.570,0.573-0.977,0.489,"(3, 1, 1, 1, 0)"
AIM-P010-005.gif,700,573,3,0.044-0.182,0.220-0.834,0.860-0.956,0/0/0/0,si,0.036-0.207,,0.147,"(3, 1, 1, 1, 0)"
AIM-P010-006.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.977,0.490,"(3, 1, 1, 1, 0)"
AIM-P010-007.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.973,0.493,"(3, 1, 1, 1, 0)"
AIM-P010-008.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.973,0.493,"(3, 1, 1, 1, 0)"
AIM-P010-009.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.973,0.493,"(3, 1, 1, 1, 0)"
AIM-P010-010.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.169-0.570,0.573-0.979,0.490,"(3, 1, 1, 1, 0)"
AIM-P010-011.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.169-0.566,0.569-0.977,0.491,"(3, 1, 1, 1, 0)"
AIM-P010-012.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.169-0.566,0.569-0.973,0.494,"(3, 1, 1, 1, 0)"
AIM-P010-013.gif,700,573,3,0.044-0.182,0.220-0.831,0.860-0.956,0/0/0/0,si,0.170-0.566,0.569-0.976,0.506,"(3, 1, 1, 1, 0)"
AIM-P010-014.jpg,700,560,3,0.029-0.171,0.211-0.839,0.871-0.970,0/0/0/0,si,0.169-0.566,0.569-0.976,0.490,"(3, 1, 1, 1, 0)"
AIM-P010-015.jpg,700,560,3,0.027-0.170,0.211-0.843,0.870-0.968,0/0/0/0,si,0.167-0.570,0.573-0.980,0.484,"(3, 1, 1, 1, 0)"
AIM-P010-016.jpg,700,560,3,0.027-0.170,0.211-0.843,0.870-0.968,0/0/0/0,si,0.167-0.570,0.573-0.980,0.484,"(3, 1, 1, 1, 0)"
AIM-P010-017.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.169-0.509,,0.122,"(3, 1, 1, 1, 0)"
AIM-P010-018.jpg,700,560,3,0.027-0.170,0.209-0.838,0.870-0.968,0/0/0/0,si,0.169-0.561,0.564-0.979,0.489,"(3, 1, 1, 1, 0)"
AIM-P010-019.gif,700,573,3,0.044-0.182,0.220-0.831,0.860-0.956,0/0/0/0,si,0.170-0.567,0.570-0.976,0.506,"(3, 1, 1, 1, 0)"
AIM-P010-020.jpg,2560,2048,3,0.028-0.170,0.211-0.839,0.871-0.969,0/0/0/0,si,0.166-0.566,0.567-0.973,0.492,"(3, 1, 1, 1, 0)"
AIM-P010-021.jpg,700,560,3,0.025-0.168,0.209-0.836,0.868-0.966,0/0/0/0,si,0.167-0.566,0.569-0.979,0.489,"(3, 1, 1, 1, 0)"
AIM-P010-022.jpg,800,640,3,0.028-0.170,0.211-0.838,0.870-0.969,0/0/0/0,si,0.168-0.565,0.568-0.979,0.490,"(3, 1, 1, 1, 0)"
AIM-P010-023.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.973,0.493,"(3, 1, 1, 1, 0)"
AIM-P010-024.jpg,700,560,3,0.027-0.170,0.211-0.843,0.870-0.968,0/0/0/0,si,0.167-0.570,0.573-0.980,0.484,"(3, 1, 1, 1, 0)"
AIM-P010-025.jpg,700,560,3,0.029-0.171,0.211-0.839,0.871-0.970,0/0/0/0,si,0.167-0.569,0.571-0.976,0.489,"(3, 1, 1, 1, 0)"
AIM-P010-026.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.550,0.553-0.979,0.489,"(3, 1, 1, 1, 0)"
AIM-P010-027.png,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.973,0.493,"(3, 1, 1, 1, 0)"
AIM-P010-028.jpg,700,560,3,0.027-0.170,0.211-0.843,0.870-0.968,0/0/0/0,si,0.167-0.570,0.573-0.980,0.484,"(3, 1, 1, 1, 0)"
AIM-P010-029.gif,700,562,3,0.016-0.164,0.203-0.847,0.879-0.980,0/0/0/0,si,0.160-0.569,0.571-0.987,0.465,"(3, 1, 1, 1, 0)"
AIM-P010-030.png,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.973,0.493,"(3, 1, 1, 1, 0)"
AIM-P010-031.jpg,2560,2048,3,0.029-0.172,0.211-0.840,0.872-0.970,0/0/0/0,si,0.167-0.559,0.560-0.975,0.490,"(3, 1, 1, 1, 0)"
AIM-P010-032.gif,700,573,3,0.044-0.182,0.220-0.834,0.860-0.956,0/0/0/0,si,0.170-0.569,0.571-0.973,0.505,"(3, 1, 1, 1, 0)"
AIM-P010-033.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.973,0.493,"(3, 1, 1, 1, 0)"
AIM-P010-034.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.169-0.566,0.569-0.979,0.490,"(3, 1, 1, 1, 0)"
AIM-P010-035.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.169-0.570,0.573-0.979,0.490,"(3, 1, 1, 1, 0)"
AIM-P010-036.jpg,700,560,3,0.029-0.171,0.211-0.839,0.871-0.970,0/0/0/0,si,0.167-0.570,0.573-0.976,0.489,"(3, 1, 1, 1, 0)"
AIM-P010-037.png,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.033-0.204,0.304-0.896,0.457,"(3, 1, 1, 1, 0)"
AIM-P010-038.gif,700,573,3,0.044-0.182,0.220-0.831,0.860-0.956,0/0/0/0,si,0.170-0.567,0.570-0.977,0.505,"(3, 1, 1, 1, 0)"
AIM-P010-039.jpg,800,640,3,0.028-0.170,0.211-0.838,0.870-0.969,0/0/0/0,si,0.168-0.565,0.568-0.979,0.490,"(3, 1, 1, 1, 0)"
AIM-P010-040.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.977,0.490,"(3, 1, 1, 1, 0)"
AIM-P010-041.jpg,2560,2048,3,0.028-0.170,0.210-0.839,0.871-0.969,0/0/0/0,si,0.166-0.566,0.566-0.973,0.492,"(3, 1, 1, 1, 0)"
AIM-P010-042.jpg,700,560,3,0.027-0.170,0.211-0.839,0.870-0.968,0/0/0/0,si,0.196-0.571,0.594-0.959,0.518,"(3, 1, 1, 1, 0)"
AIM-P010-043.jpg,700,560,3,0.027-0.170,0.211-0.843,0.870-0.968,0/0/0/0,si,0.167-0.570,0.573-0.980,0.484,"(3, 1, 1, 1, 0)"
AIM-P010-044.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.977,0.490,"(3, 1, 1, 1, 0)"
AIM-P010-045.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.169-0.569,0.571-0.979,0.490,"(3, 1, 1, 1, 0)"
AIM-P010-046.jpg,700,560,3,0.027-0.170,0.211-0.839,0.870-0.968,0/0/0/0,si,0.167-0.566,0.569-0.973,0.491,"(3, 1, 1, 1, 0)"
AIM-P010-047.jpg,700,560,3,0.027-0.170,0.211-0.838,0.870-0.968,0/0/0/0,si,0.169-0.567,0.570-0.973,0.494,"(3, 1, 1, 1, 0)"
AIM-P010-048.jpg,700,560,3,0.029-0.171,0.211-0.839,0.871-0.970,0/0/0/0,si,0.170-0.570,0.573-0.973,0.493,"(3, 1, 1, 1, 0)"
AIM-P010-049.jpg,700,560,3,0.027-0.170,0.209-0.838,0.870-0.968,0/0/0/0,si,0.167-0.567,0.570-0.977,0.489,"(3, 1, 1, 1, 0)"
AIM-P010-050.gif,700,573,3,0.044-0.182,0.215-0.831,0.860-0.956,0/0/0/0,si,0.170-0.569,0.571-0.973,0.503,"(3, 1, 1, 1, 0)"
AIM-P010-051.gif,700,562,2,,0.011-0.849,0.881-0.982,0/0/0/0,no,0.009-0.587,0.590-0.996,0.170,"(2, 0, 1, 0, 0)"
AIM-P010-052.jpg,700,560,3,0.027-0.170,0.211-0.843,0.870-0.968,0/0/0/0,si,0.167-0.570,0.573-0.980,0.484,"(3, 1, 1, 1, 0)"
AIM-P010-053.gif,700,562,3,0.016-0.164,0.203-0.852,0.884-0.988,0/0/0/0,si,0.159-0.571,0.574-0.994,0.455,"(3, 1, 1, 1, 0)"
AIM-P010-054.jpg,700,573,3,0.042-0.182,0.220-0.829,0.860-0.955,0/0/0/0,si,0.170-0.566,0.569-0.970,0.510,"(3, 1, 1, 1, 0)"
