id,estado,motivo,dimensiones_normalizada,guardada,frente_detectado,espalda_detectada
AIM-P050-053.jpg,ok,"logo separado de bloque ancho x[16:116] | frente/espalda fusionados, separados en x=395",540x350,ok-saved,si,si
AIM-P050-054.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=397",543x352,ok-saved,si,si
AIM-P050-055.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=341",542x352,ok-saved,si,si
AIM-P050-056.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=397",543x352,ok-saved,si,si
AIM-P050-057.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=397",543x352,ok-saved,si,si
AIM-P050-058.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=398",564x353,ok-saved,si,si
AIM-P050-059.jpg,ok,"logo separado de bloque ancho x[15:117] | frente/espalda fusionados, separados en x=400",548x355,ok-saved,si,si
AIM-P050-060.jpg,ok,"logo separado de bloque ancho x[15:117] | frente/espalda fusionados, separados en x=400",548x355,ok-saved,si,si
AIM-P051-001.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=397",543x352,ok-saved,si,si
AIM-P051-002.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=395",547x353,ok-saved,si,si
AIM-P051-003.jpg,ok,logo separado de bloque ancho x[16:132],562x402,ok-saved,si,si
AIM-P051-004.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=398",550x352,ok-saved,si,si
AIM-P051-005.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=399",548x353,ok-saved,si,si
AIM-P051-006.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=400",556x352,ok-saved,si,si
AIM-P051-007.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=399",556x352,ok-saved,si,si
AIM-P051-008.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=397",547x352,ok-saved,si,si
AIM-P051-009.jpg,ok,"logo separado de bloque ancho x[3:106] | frente/espalda fusionados, separados en x=392",553x359,ok-saved,si,si
AIM-P051-010.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=394",546x353,ok-saved,si,si
AIM-P051-011.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=399",546x352,ok-saved,si,si
AIM-P051-012.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=397",543x352,ok-saved,si,si
AIM-P051-013.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=395",548x353,ok-saved,si,si
AIM-P051-014.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=397",543x352,ok-saved,si,si
AIM-P051-015.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=398",543x352,ok-saved,si,si
AIM-P051-016.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=392",548x356,ok-saved,si,si
AIM-P051-017.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=409",548x352,ok-saved,si,si
AIM-P051-018.jpg,ok,"logo descartado x[10:120] | frente/espalda fusionados, separados en x=400",531x354,ok-saved,si,si
AIM-P051-019.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=398",546x352,ok-saved,si,si
AIM-P051-020.jpg,ok,"logo separado de bloque ancho x[16:132] | frente/espalda fusionados, separados en x=455",623x402,ok-saved,si,si
AIM-P051-021.jpg,ok,"logo separado de bloque ancho x[16:132] | frente/espalda fusionados, separados en x=456",623x402,ok-saved,si,si
AIM-P051-022.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=400",551x352,ok-saved,si,si
AIM-P051-023.jpg,ok,logo separado de bloque ancho x[15:115],489x353,ok-saved,si,si
AIM-P051-024.jpg,ok,"logo separado de bloque ancho x[16:132] | frente/espalda fusionados, separados en x=455",617x402,ok-saved,si,si
AIM-P051-025.jpg,ok,"logo separado de bloque ancho x[14:117] | frente/espalda fusionados, separados en x=398",555x354,ok-saved,si,si
AIM-P051-026.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=400",548x353,ok-saved,si,si
AIM-P051-027.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=394",546x353,ok-saved,si,si
AIM-P051-028.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=398",553x353,ok-saved,si,si
AIM-P051-029.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=395",555x352,ok-saved,si,si
AIM-P051-030.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=395",548x353,ok-saved,si,si
AIM-P051-031.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=397",548x352,ok-saved,si,si
AIM-P051-032.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=398",544x352,ok-saved,si,si
AIM-P051-033.jpg,ok,"logo separado de bloque ancho x[15:117] | frente/espalda fusionados, separados en x=400",556x360,ok-saved,si,si
AIM-P051-034.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=397",521x352,ok-saved,si,si
AIM-P051-035.jpg,ok,"logo separado de bloque ancho x[16:132] | frente/espalda fusionados, separados en x=454",617x402,ok-saved,si,si
AIM-P051-036.jpg,ok,"logo separado de bloque ancho x[16:132] | frente/espalda fusionados, separados en x=453",617x402,ok-saved,si,si
